Object,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
OnwardInlandRouting,locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
OnwardInlandRouting,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
OriginChargesPaymentTerm,"haulageChargesPaymentTermCode",string,,,,PRE,"An indicator of whether the costs for inland transportation to the port, when applicable, are prepaid (`PRE`) or collect (`COL`).

- `PRE` (Prepaid)
- `COL` (Collect)",
OriginChargesPaymentTerm,"otherChargesPaymentTermCode",string,,,,PRE,"An indicator of whether origin charges (excluding port and haulage) are prepaid (`PRE`) or collect (`COL`).

- `PRE` (Prepaid)
- `COL` (Collect)",
OriginChargesPaymentTerm,"portChargesPaymentTermCode",string,,,,PRE,"An indicator of whether the origin port charges are prepaid (`PRE`) or collect (`COL`).

- `PRE` (Prepaid)
- `COL` (Collect)",
OtherDocumentParty,party,Party,yes,,,,"The party involved in the document.",
OtherDocumentParty,partyFunction,string,yes,maxLength=3,,DDS,"Specifies the role of the party in a given context. Possible values are:

- `SCO` (Service Contract Owner)
- `DDR` (Consignor's freight forwarder)
- `DDS` (Consignee's freight forwarder)
- `COW` (Invoice payer on behalf of the consignor (shipper))
- `COX` (Invoice payer on behalf of the consignee)
- `CS` (Consolidator)
- `MF` (Manufacturer)
- `WH` (Warehouse Keeper)",
OtherDocumentPartyHBL,party,PartyHBL,yes,,,,"Refers to a company or a legal entity.",
OtherDocumentPartyHBL,partyFunction,string,yes,maxLength=3,,DDS,"Specifies the role of the party in a given context. Possible values are:

- `DDR` (Consignor's freight forwarder)
- `DDS` (Consignee's freight forwarder)
- `CS` (Consolidator)
- `MF` (Manufacturer)
- `WH` (Warehouse Keeper)",
"OtherDocumentPartyShippingInstructions",party,Party,yes,,,,"Refers to a company or a legal entity. Either `address` or an `identifyingCode` must be provided.",
"OtherDocumentPartyShippingInstructions",partyFunction,string,yes,maxLength=3,,DDS,"Specifies the role of the party in a given context. Possible values are:

- `SCO` (Service Contract Owner)
- `DDR` (Consignor's freight forwarder)
- `DDS` (Consignee's freight forwarder)
- `COW` (Invoice payer on behalf of the consignor (shipper))
- `COX` (Invoice payer on behalf of the consignee)
- `CS` (Consolidator)
- `MF` (Manufacturer)
- `WH` (Warehouse Keeper)",
OuterPackaging,dangerousGoods,"DangerousGoods list",,,,,"A list of `Dangerous Goods`",
OuterPackaging,description,string,yes,maxLength=100,,"Drum, steel","Description of the outer packaging/overpack.",
OuterPackaging,imoPackagingCode,string,,"minLength=1
maxLength=5","^[A-Z0-9]{1,5}$",1A2,"The code of the packaging as per IMO.

**Condition:** only applicable to dangerous goods if specified in the [IMO IMDG code](https://www.imo.org/en/publications/Pages/IMDG%20Code.aspx). If not available, the `packageCode` as per UN recommendation 21 should be used.",
OuterPackaging,numberOfPackages,integer,yes,"minimum=1
maximum=99999999",,18,"Specifies the number of outer packagings/overpacks associated with this `Cargo Item`.",
OuterPackaging,packageCode,string,,"minLength=2
maxLength=2","^[A-Z0-9]{2}$",5H,"A code identifying the outer packaging/overpack. `PackageCode` must follow the codes specified in [Recommendation N°21](https://unece.org/trade/uncefact/cl-recommendations)

**Condition:** only applicable to dangerous goods if the `IMO packaging code` is not available.",
OuterPackaging,woodDeclaration,string,,maxLength=30,,TREATED_AND_CERTIFIED,"Property to clearly indicate if the products, packaging and any other items are made of wood. Possible values include:
- `NOT_APPLICABLE` (if no wood or any other wood product such as packaging and supports are being shipped)
- `NOT_TREATED_AND_NOT_CERTIFIED` (if the wood or wooden materials have not been treated nor fumigated and do not include a certificate)
- `PROCESSED` (if the wood or wooden materials are entirely made of processed wood, such as plywood, particle board, sliver plates of wood and wood laminate sheets produced using glue, heat, pressure or a combination of these)
- `TREATED_AND_CERTIFIED` (if the wood or wooden materials have been treated and/or fumigated and include a certificate)",
OuterPackagingHBL,numberOfPackages,integer,,"minimum=1
maximum=99999999",,18,"Specifies the number of outer packagings/overpacks associated with this `Cargo Item`.

**Condition:** Mandatory if `packageCode` is **NOT** one of the following values:

- `VY` (Bulk, solid, fine particles (""powders""))
- `VS` (Bulk, scrap metal)
- `VR` (Bulk, solid, granular particles (""grains""))
- `VQ` (Bulk, liquefied gas (at abnormal temperature/pressure))
- `VO` (Bulk, solid, large particles (""nodules""))
- `VL` (Bulk, liquid)
- `NG` (Unpacked or unpackaged, multiple units)
- `NF` (Unpacked or unpackaged, single unit)
- `NE` (Unpacked or unpackaged)
- `VG` (Bulk, gas (at 1031 mbar and 15°C))",
OuterPackagingHBL,packageCode,string,yes,"minLength=2
maxLength=2","^[A-Z0-9]{2}$",5H,"A code identifying the outer packaging/overpack. `PackageCode` must follow the codes specified in [Recommendation N°21](https://unece.org/trade/uncefact/cl-recommendations)",
OuterPackagingHBL,shippingMarks,string,,maxLength=512,,"Made in China","The identifying details of a package or the actual markings that appear on the package(s). This information is provided by the customer.",
OuterPackagingHBL,UNNumber,string,,"minLength=4
maxLength=4","^\d{4}$",1463,"United Nations Dangerous Goods Identifier (UNDG) assigned by the UN Sub-Committee of Experts on the Transport of Dangerous Goods and shown in the IMO IMDG.",
OuterPackagingShipper,description,string,yes,maxLength=100,,"Drum, steel","Description of the outer packaging/overpack.",
OuterPackagingShipper,numberOfPackages,integer,yes,"minimum=1
maximum=99999999",,18,"Specifies the number of outer packagings/overpacks associated with this `Cargo Item`.",
OuterPackagingShipper,packageCode,string,,"minLength=2
maxLength=2","^[A-Z0-9]{2}$",5H,"A code identifying the outer packaging/overpack. `PackageCode` must follow the codes specified in [Recommendation N°21](https://unece.org/trade/uncefact/cl-recommendations)

**Condition:** only applicable to dangerous goods if the `IMO packaging code` is not available.",
OuterPackagingShipper,woodDeclaration,string,,maxLength=30,,TREATED_AND_CERTIFIED,"Property to clearly indicate if the products, packaging and any other items are made of wood. Possible values include:
- `NOT_APPLICABLE` (if no wood or any other wood product such as packaging and supports are being shipped)
- `NOT_TREATED_AND_NOT_CERTIFIED` (if the wood or wooden materials have not been treated nor fumigated and do not include a certificate)
- `PROCESSED` (if the wood or wooden materials are entirely made of processed wood, such as plywood, particle board, sliver plates of wood and wood laminate sheets produced using glue, heat, pressure or a combination of these)
- `TREATED_AND_CERTIFIED` (if the wood or wooden materials have been treated and/or fumigated and include a certificate)",
Party,address,PartyAddress,,,,,"Address of the party.",
Party,identifyingCodes,"IdentifyingCode list",,,,,"**Condition:** Either the `address` or a party `identifyingCode` must be provided.",
Party,partyContactDetails,"PartyContactDetail list",,,,,"A list of contact details",
Party,partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","Asseco Denmark","Name of the party.",
Party,reference,string,,maxLength=35,"^\S(?:.*\S)?$",HHL007,"A reference linked to the `Party`.",
Party,taxLegalReferences,"TaxLegalReference list",,,,,"A list of `Tax References` for a `Party`",
PartyAddress,city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The city name of the party’s address.",
PartyAddress,countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
PartyAddress,floor,string,,maxLength=50,"^\S(?:.*\S)?$",2nd,"The floor of the party’s street number.",
PartyAddress,POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
PartyAddress,postCode,string,,maxLength=10,,"1047 HM","The post code of the party’s address.",
PartyAddress,stateRegion,string,,maxLength=65,,"North Holland","The state/region of the party’s address.",
PartyAddress,street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street of the party’s address.",
PartyAddress,streetNumber,string,,maxLength=50,,100,"The number of the street of the party’s address.",
PartyAddress,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the carrier booking office is located. The pattern used must be
- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used
More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PartyContactDetail,email,string,,maxLength=100,"^.+@\S+$",info@dcsa.org,"`E-mail` address to be used",
PartyContactDetail,name,string,yes,maxLength=35,"^\S(?:.*\S)?$",Henrik,"Name of the contact",
PartyContactDetail,phone,string,,maxLength=30,"^\S(?:.*\S)?$","+45 70262970","Phone number for the contact. Phone **MUST** include an international phone number format as defined in the [ITU-T recommendation E.123](https://www.itu.int/rec/T-REC-E.123/en).",
PartyContactDetailHBL,email,string,,maxLength=100,"^.+@\S+$",info@dcsa.org,"`E-mail` address to be used",
PartyContactDetailHBL,name,string,yes,maxLength=35,"^\S(?:.*\S)?$",Henrik,"Name of the contact",
PartyContactDetailHBL,phone,string,,maxLength=30,"^\+(?:[0-9] ?){6,14}[0-9]$","+45 70262970","Phone number for the contact. Phone **MUST** include an international phone number format as defined in the [ITU-T recommendation E.123](https://www.itu.int/rec/T-REC-E.123/en).",
"PartyContactDetailWithPattern",email,string,,maxLength=100,"^.+@\S+$",info@dcsa.org,"`E-mail` address to be used",
"PartyContactDetailWithPattern",name,string,yes,maxLength=35,"^\S(?:.*\S)?$",Henrik,"Name of the contact",
"PartyContactDetailWithPattern",phone,string,,maxLength=30,"^\+(?:[0-9] ?){6,14}[0-9]$","+45 70262970","Phone number for the contact. Phone **MUST** include an international phone number format as defined in the [ITU-T recommendation E.123](https://www.itu.int/rec/T-REC-E.123/en).",
PartyHBL,address,Address,,,,,"An object for storing address-related information.",
PartyHBL,identifyingCodes,"IdentifyingCode list",,,,,,
PartyHBL,partyContactDetails,"PartyContactDetailHBL list",,,,,"A list of contact details",
PartyHBL,partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","Asseco Denmark","Name of the party.",
PartyHBL,reference,string,,maxLength=35,"^\S(?:.*\S)?$",HHL007,"A reference linked to the `Party`.",
PartyHBL,taxLegalReferences,"TaxLegalReference list",,,,,"A list of `Tax References` for a `Party`",
PlaceOfAcceptance,countryCode,string,,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)

**Condition:** Mandatory to provide in case `UN Location Code` is not provided",
PlaceOfAcceptance,locationName,string,,maxLength=35,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.

**Condition:** Mandatory to provide in case `UN Location Code` is not provided",
PlaceOfAcceptance,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PlaceOfDelivery,address,Address,,,,,"The address of the place.",
PlaceOfDelivery,facility,Facility,,,,,"Facility related to the place.",
PlaceOfDelivery,geoCoordinate,GeoCoordinate,,,,,"Geographic coordinates of the place.",
PlaceOfDelivery,locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
PlaceOfDelivery,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PlaceOfFinalDelivery,countryCode,string,,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)

**Condition:** Mandatory to provide in case `UN Location Code` is not provided",
PlaceOfFinalDelivery,locationName,string,,maxLength=35,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.

**Condition:** Mandatory to provide in case `UN Location Code` is not provided",
PlaceOfFinalDelivery,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PlaceOfIssue,countryCode,string,,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
PlaceOfIssue,locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
PlaceOfIssue,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PlaceOfReceipt,address,Address,,,,,"The address of the location.",
PlaceOfReceipt,facility,Facility,,,,,"Facility related to the location.",
PlaceOfReceipt,geoCoordinate,GeoCoordinate,,,,,"Geographic coordinates of the location.",
PlaceOfReceipt,locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
PlaceOfReceipt,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PortOfDischarge,city,City,,,,,"City and country where the port is located.",
PortOfDischarge,locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
PortOfDischarge,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
PortOfLoading,city,City,,,,,"City and country where the port is located.",
PortOfLoading,locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","The name of the location.",
PortOfLoading,UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
Reference,type,string,yes,maxLength=3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)",
Reference,value,string,yes,maxLength=35,"^\S(?:.*\S)?$",HHL00103004,"The value of the reference.",
ReferenceConsignmentItem,type,string,yes,maxLength=3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)
- `SPO` (Shipper's Purchase Order)
- `CPO` (Consignee's Purchase Order)",
ReferenceConsignmentItem,values,"string list",yes,"minItems=1
maxLength=35","^\S(?:.*\S)?$",,"List of `referenceValues` for a given `referenceType`.
Item description:
The value of the reference.",
Seal,number,string,yes,maxLength=15,,VET123,"Identifies a seal affixed to the container.",
Seal,source,string,,,,CUS,"The source of the seal, namely who has affixed the seal.
- `CAR` (Carrier)
- `SHI` (Shipper)
- `VET` (Veterinary)
- `CUS` (Customs)

**Condition:** Seal source may be required depending on the type of commodity being shipped.",
Seller,address,Address,,,,,"An object for storing address-related information.",
Seller,identifyingCodes,"IdentifyingCode list",,,,,,
Seller,partyContactDetails,"PartyContactDetailWithPattern list",,,,,"A list of contact details",
Seller,partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","IKEA Denmark","Name of the party.",
Seller,taxLegalReferences,"TaxLegalReference list",,,,,"A list of `Tax References` for a `Party`",
Seller,typeOfPerson,string,yes,maxLength=50,"^\S(?:.*\S)?$",NATURAL_PERSON,"Can be one of the following values as per the Union Customs Code art. 5(4):
- `NATURAL_PERSON` (A person that is an individual living human being)
- `LEGAL_PERSON` (person (including a human being and public or private organizations) that can perform legal actions, such as own a property, sue and be sued)
- `ASSOCIATION_OF_PERSONS` (Not a legal person, but recognised under Union or National law as having the capacity to perform legal acts)",
SellerHBL,address,Address,,,,,"An object for storing address-related information.",
SellerHBL,identifyingCodes,"IdentifyingCode list",,,,,,
SellerHBL,partyContactDetails,"PartyContactDetailHBL list",,,,,"A list of contact details",
SellerHBL,partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","IKEA Denmark","Name of the party.",
SellerHBL,taxLegalReferences,"TaxLegalReference list",,,,,"A list of `Tax References` for a `Party`",
SellerHBL,typeOfPerson,string,yes,maxLength=50,"^\S(?:.*\S)?$",NATURAL_PERSON,"Can be one of the following values as per the Union Customs Code art. 5(4):
- `NATURAL_PERSON` (A person that is an individual living human being)
- `LEGAL_PERSON` (person (including a human being and public or private organizations) that can perform legal actions, such as own a property, sue and be sued)
- `ASSOCIATION_OF_PERSONS` (Not a legal person, but recognised under Union or National law as having the capacity to perform legal acts)",
Shipper,address,PartyAddress,,,,,"Party address.",
Shipper,displayedAddress,"string list",,"maxItems=6
maxLength=35",,,"The address of the party to be displayed on the `Transport Document`. The displayed address may be used to match the address provided in the `Letter of Credit`.

**Conditions:** If provided:
  - the displayed address must be included in the `Transport Document`.
  - for physical BL (`isElectronic=false`), it is only allowed to provide max 2 lines of 35 characters
  - for electronic BL (`isElectronic=true`), the limit is 6 lines of 35 characters
  - the order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A single address line",
Shipper,identifyingCodes,"IdentifyingCode list",,,,,"**Condition:** Either the `address` or a party `identifyingCode` must be provided.",
Shipper,partyContactDetails,"PartyContactDetail list",,,,,"A list of contact details",
Shipper,partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","IKEA Denmark","Name of the party.",
Shipper,purchaseOrderReferences,"string list",,maxLength=35,"^\S(?:.*\S)?$",,"A list of `Purchase Order Reference`s linked to the `Shipper`.
Item description:
A purchase order reference linked to the `Shipper`.",
Shipper,reference,string,,maxLength=35,"^\S(?:.*\S)?$",HHL007,"A reference linked to the `Shipper`.",
Shipper,taxLegalReferences,"TaxLegalReference list",,,,,"A list of `Tax References` for a `Party`",
Shipper,typeOfPerson,string,,maxLength=50,"^\S(?:.*\S)?$",NATURAL_PERSON,"Can be one of the following values as per the Union Customs Code art. 5(4):
- `NATURAL_PERSON` (A person that is an individual living human being)
- `LEGAL_PERSON` (person (including a human being and public or private organizations) that can perform legal actions, such as own a property, sue and be sued)
- `ASSOCIATION_OF_PERSONS` (Not a legal person, but recognised under Union or National law as having the capacity to perform legal acts)",
ShipperHBL,address,Address,,,,,"An object for storing address-related information.",
ShipperHBL,identifyingCodes,"IdentifyingCode list",,,,,,
ShipperHBL,partyContactDetails,"PartyContactDetailHBL list",,,,,"A list of contact details",
ShipperHBL,partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","IKEA Denmark","Name of the party.",
ShipperHBL,taxLegalReferences,"TaxLegalReference list",,,,,"A list of `Tax References` for a `Party`",
ShipperHBL,typeOfPerson,string,yes,maxLength=50,"^\S(?:.*\S)?$",NATURAL_PERSON,"Can be one of the following values as per the Union Customs Code art. 5(4):
- `NATURAL_PERSON` (A person that is an individual living human being)
- `LEGAL_PERSON` (person (including a human being and public or private organizations) that can perform legal actions, such as own a property, sue and be sued)
- `ASSOCIATION_OF_PERSONS` (Not a legal person, but recognised under Union or National law as having the capacity to perform legal acts)",
ShippingInstructions,advanceManifestFilings,"AdvanceManifestFiling list",,,,,"A list of `Advance Manifest Filings` specified by the Shipper to indicate whom is to do the Filing",
ShippingInstructions,consignmentItems,"ConsignmentItemShipper list",yes,minItems=1,,,"A list of `ConsignmentItems`",
ShippingInstructions,customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
ShippingInstructions,"destinationChargesPaymentTerm","DestinationChargesPaymentTerm",,,,,"An indicator of whether destination charges are prepaid (`PRE`) or collect (`COL`). When prepaid, the charges are the responsibility of the shipper or the Invoice payer on behalf of the shipper (if provided). When collect, the charges are the responsibility of the consignee or the Invoice payer on behalf of the consignee (if provided).",
ShippingInstructions,"displayedNameForPlaceOfDelivery","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Place of Delivery` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
ShippingInstructions,"displayedNameForPlaceOfReceipt","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Place of Receipt` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
ShippingInstructions,"displayedNameForPortOfDischarge","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Port of Discharge` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
ShippingInstructions,"displayedNameForPortOfLoad","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Port of Load` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
ShippingInstructions,documentParties,"DocumentPartiesShippingInstructions",yes,,,,"All `Parties` with associated roles.

**Condition:** `Buyer` and `Seller` are mandatory if `isCargoDeliveredInICS2Zone=true` **and** `advancedManifestFilingPerformedBy=CARRIER` and `isHouseBillOfLadingsIssued=false`",
ShippingInstructions,exportLicense,ExportLicenseShipper,,,,,,
ShippingInstructions,feedbacks,"Feedback list",,,,,"Feedback that can be provided includes, but is not limited to:
- unsupported properties
- changed values
- removed properties
- general information",
ShippingInstructions,freightPaymentTermCode,string,yes,,,PRE,"An indicator of whether freight and ancillary fees for the main transport are prepaid (`PRE`) or collect (`COL`). When prepaid the charges are the responsibility of the shipper or the Invoice payer on behalf of the shipper (if provided). When collect, the charges are the responsibility of the consignee or the Invoice payer on behalf of the consignee (if provided).

- `PRE` (Prepaid)
- `COL` (Collect)",
ShippingInstructions,houseBillOfLadings,"HouseBillOfLading list",,,,,"A list of `House Bill of Ladings` specified by the Shipper.",
ShippingInstructions,importLicense,ImportLicenseShipper,,,,,,
ShippingInstructions,invoicePayableAt,"InvoicePayableAtShippingInstructions",,,,,"Location where payment of ocean freight and charges for the main transport will take place by the customer.

The location must be provided as a `UN Location Code`",
ShippingInstructions,"isCargoDeliveredInICS2Zone",boolean,yes,,,true,"Indicates whether cargo is delivered to EU, Norway, Switzerland or Northern Ireland.",
ShippingInstructions,"isCarriersAgentAtDestinationRequired",boolean,,,,false,"Indicates whether the Carrier's agent at destination name, address and contact details should be included in the `Transport Document`.",
ShippingInstructions,isElectronic,boolean,yes,,,true,"An indicator whether the transport document is electronically transferred.",
ShippingInstructions,"isHouseBillOfLadingsIssued",boolean,,,,,"Indicates whether one or more `House Bill of Lading(s)` have been issued.

**Condition:** Mandatory if `manifestTypeCode` is `ENS`",
ShippingInstructions,isShippedOnBoardType,boolean,yes,,,true,"Specifies whether the Transport Document is a received for shipment, or shipped on board.",
ShippingInstructions,isToOrder,boolean,yes,,,false,"Indicates whether the B/L is issued `to order` or not. If `true`, the B/L is considered negotiable and an Endorsee party can be defined in the Document parties. If no Endorsee is defined, the B/L is blank endorsed. If `false`, the B/L is considered non-negotiable (also referred to as `straight`).

`isToOrder` must be `false` if `transportDocumentTypeCode='SWB'` (Sea Waybill).",
ShippingInstructions,"numberOfCopiesWithCharges",integer,,minimum=0,,2,"The requested number of copies of the `Transport Document` to be issued by the carrier including charges.

**Conditions:** The following table defines the conditions for the `numberOfCopiesWithCharges` property:
| Transport Document Type Code | Is Electronic | Meaning |
|-------|:-------:|-------|
|`BOL`|`false`|How many paper copies of the Original BL to be issued by the carrier with charges|
|`BOL`|`true`|Not applicable, there are no copies|
|`SWB`|`false`|Indicates that charges should be included in the `SWB` (pdf or other formats)|
|`SWB`|`true`|Indicates that charges should be included in the electronic `SWB`|",
ShippingInstructions,"numberOfCopiesWithoutCharges",integer,,minimum=0,,2,"The requested number of copies of the `Transport Document` to be issued by the carrier **NOT** including charges.

**Conditions:** The following table defines the conditions for the `numberOfCopiesWithoutCharges` property:
| Transport Document Type Code | Is Electronic | Meaning |
|-------|:-------:|-------|
|`BOL`|`false`|How many paper copies of the Original BL to be issued by the carrier without charges|
|`BOL`|`true`|Not applicable, there are no copies|
|`SWB`|`false`|Indicates that charges should NOT be included in the `SWB` (pdf or other formats)|
|`SWB`|`true`|Indicates that charges NOT should be included in the electronic `SWB`|",
ShippingInstructions,"numberOfOriginalsWithCharges",integer,,minimum=0,,1,"Number of originals of the Bill of Lading that has been requested by the customer with charges.

**Condition:** Only applicable if `transportDocumentType` = `BOL` (Bill of Lading). If `isElectronic = 'True'`, accepted value is `1` (one) or `0` (zero)",
ShippingInstructions,"numberOfOriginalsWithoutCharges",integer,,minimum=0,,1,"Number of originals of the Bill of Lading that has been requested by the customer without charges.

**Condition:** Only applicable if `transportDocumentType` = `BOL` (Bill of Lading). If `isElectronic = 'True'`, accepted value is `1` (one) or `0` (zero)",
ShippingInstructions,originChargesPaymentTerm,OriginChargesPaymentTerm,,,,,"An indicator of whether origin charges are prepaid (`PRE`) or collect (`COL`). When prepaid, the charges are the responsibility of the shipper or the Invoice payer on behalf of the shipper (if provided). When collect, the charges are the responsibility of the consignee or the Invoice payer on behalf of the consignee (if provided).",
ShippingInstructions,partyContactDetails,"PartyContactDetail list",yes,minItems=1,,,"The contact details of the person(s) to contact in relation to the **Transport Document** (changes, notifications etc.)",
ShippingInstructions,placeOfIssue,PlaceOfIssue,,,,,"An object to capture where the original Transport Document (`Bill of Lading`) will be issued.

Condition: The location can be specified as one of `UN Location Code` or `CountryCode`, but not both.",
ShippingInstructions,references,"Reference list",,,,,"A list of `References`",
